"Country Name,""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"","
"Austria,""935.460426850415"",""1031.8150043291"",""1087.8342434189"",""1167.00053244585"",""1269.41258289256"",""1374.53213986075"",""1486.96860600566"",""1569.66718289967"",""1677.67352804272"",""1825.38612552124"",""2058.76905087549"",""2380.97845801742"",""2924.04887899105"",""3890.72241941969"",""4630.75719737956"",""5285.62072414121"",""5678.38665810018"",""6810.62768469634"",""8205.4689771504"",""9793.76534815017"",""10869.5464940526"",""9385.24906398343"",""9410.34725652989"",""9537.40742043378"",""8991.06503963026"",""9172.09676001833"",""13083.0726621044"",""16392.7695234749"",""17578.6189397397"",""17468.9461372569"",""21680.989623313"",""22410.9117666654"",""24880.1641180361"",""24081.5277928004"",""25646.7006591684"",""30325.8495818396"",""29809.0767730821"",""26705.4785993891"",""27361.8751106437"",""27183.4759263956"",""24625.6007227434"",""24558.7636778868"",""26527.5930910347"",""32294.0488606559"",""36889.2335135194"",""38417.4577857677"",""40669.3269586152"",""46915.3374004507"",""51919.9835754226"",""48153.3240199631"",""46903.7615854343"",""51442.2762464407"",""48564.9173350875"",""50731.1272541847"",""51786.3771747905"",""44195.8175947748"",""45307.5878620429"",""47429.1584564387"",""51466.5565633634"",""50070.4033482901"",""48809.2268762243"",""53637.7057109897"","
